Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;Validity;Validity-text;Validity-quantised;study-comment;END QUESTIONNAIRE
1;1642777548194;21/01/2022 15:05:48;1642777548399;2;21/01/2022 17:05:48;55551;25;questionnaire-81k4;;18728346;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Validity check self report (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Aineistoani voi käyttää.;;1;;17661
1;1642796996459;21/01/2022 20:29:56;1642796996054;2;21/01/2022 22:29:56;55551;25;questionnaire-81k4;;18743510;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Validity check self report (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Aineistoani voi käyttää.;;1;"Valitsin ""aineistoa voi käyttää"" koska olin hiukan kipeä mutta en kovasti. Saattoi vaikuttaa nopeutta vaativiin tehtäviin (= dementiatesti?) mutta tuskin niin paljon tehtäviin ilman aikarjaaa (= älykkyystesti?), koska en ollut kovin kipeä ja tehtävät eivät kovin vaikeita. Siksi tulokseni ei todennäköisesti ole täysin kelvoton.";294091
1;1642893770202;22/01/2022 23:22:50;1642893769605;2;23/01/2022 01:22:49;55551;25;questionnaire-81k4;;18768346;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Validity check self report (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Aineistoani voi käyttää.;;1;"N/H/T -erottelutehtävä tuotti vaikeuksia, koska opiskelen juuri kyrillisiä aakkosia, joissa Н/н on foneemiltaan /n/. Lisäksi, koen että aineistoani voi käyttää, tein parhaani, mutta tätä täyttäessäni kello on 1.24 yöllä, joten en välttämättä ollut ""parhaimmillani"" :)";171014
1;1642934401529;23/01/2022 10:40:01;1642934400881;2;23/01/2022 12:40:00;55551;25;questionnaire-81k4;;18773081;BLIND;5555882;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 96.0;1440x900;1440x685;Openminded Chunk;Validity check self report (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Aineistoani voi käyttää.;;1;Kolmannessa kuviotehtävässä kuvio ei ollut näkyvissä.;45479
1;1642968787276;23/01/2022 20:13:07;1642968787149;2;23/01/2022 22:13:07;55551;25;questionnaire-81k4;;18787705;BLIND;5556093;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;1366x768;1301x626;Openminded Chunk;Validity check self report (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Aineistoani voi käyttää.;;1;;40311
1;1642974340743;23/01/2022 21:45:40;1642974340266;2;23/01/2022 23:45:40;55551;25;questionnaire-81k4;;18790215;BLIND;5559681;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1447x766;Openminded Chunk;Validity check self report (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Aineistoani voi käyttää.;;1;;38236
1;1643025768445;24/01/2022 12:02:48;1643025768330;2;24/01/2022 14:02:48;55551;25;questionnaire-81k4;;18800439;BLIND;5562166;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1462x762;Openminded Chunk;Validity check self report (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Aineistoani voi käyttää.;;1;;21104
1;1643052971478;24/01/2022 19:36:11;1643052970321;2;24/01/2022 21:36:10;55551;25;questionnaire-81k4;;18825674;BLIND;5569558;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1920x937;Openminded Chunk;Validity check self report (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Aineistoani voi käyttää.;;1;"Kiinnostava tutkimus. Ikäiselleni ihmiselle hahmottamista ja siinä nopeutta vaativat tehtävät olivat vaikeita, mutta (nykytermein) haastavia =).
Luonnontieteelliset osiot todella sydäntä lähellä.";135323
1;1643310335817;27/01/2022 19:05:35;1643310335121;2;27/01/2022 21:05:35;55551;25;questionnaire-81k4;;18942172;BLIND;5608075;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1368x912;1244x738;Openminded Chunk;Validity check self report (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Muu, mikä? ;"Aineistoani voi käyttää, mutta S- ja H-muototehtävän kohdalla järjestelmä hyväksyi vain ""s""-vastauksen, joten en voinut tehdä kyseistä tehtävää.";;;50938
1;1643355959832;28/01/2022 07:45:59;1643355987919;2;28/01/2022 09:46:27;55551;25;questionnaire-81k4;;18951817;BLIND;5614189;;complete;;;computer;Desktop or Laptop;Linux i686;Firefox 78.0;1680x1050;1680x898;Openminded Chunk;Validity check self report (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Aineistoani voi käyttää.;;1;Mensa-tehtävät olivat hauskoja.;64701
